Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
3366,159922,29.05.2015 11:30,Compania de Apa Somes S.A.,R 201217,Cluj,Servicii,DA,Negociere,Pretul cel mai scazut,"250,158.00",EUR,Offline,NU,NU,50511100-1,Servicii de reparare si de intretinere a pompelor de lichid (Rev.2)
3367,159926,29.05.2015 11:31,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"170,000.00",RON,Offline,NU,NU,71335000-5,Studii tehnice (Rev.2)
3368,159928,29.05.2015 11:33,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"104,318.11",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
3369,159929,29.05.2015 11:33,Compania Nationala a Uraniului - S.A. Bucuresti,10254529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"13,000.00",RON,Online,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
3370,159930,29.05.2015 11:34,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"890,000.00",RON,Offline,NU,NU,79930000-2,Servicii de proiectare specializata (Rev.2)
3371,159933,29.05.2015 11:35,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"16,680.00",RON,Online,NU,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
3372,159936,29.05.2015 11:35,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"204,147.60",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
3373,159942,29.05.2015 13:31,UNIVERSITATEA CRAIOVA,4553380,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"546,720.00",RON,Offline,NU,DA,30213000-5,Computere personale (Rev.2)
3374,159943,29.05.2015 13:33,"REGIA AUTONOMA  AEROPORTUL ""DELTA DUNARII"" TULCEA",R 2647128,Tulcea,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"875,980.00",RON,Offline,NU,DA,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
3375,159938,29.05.2015 13:39,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"36,160.00",RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
3376,159940,29.05.2015 13:40,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"172,832.00",RON,Offline,NU,NU,50114000-7,Servicii de reparare si de intretinere a camioanelor (Rev.2)
3377,159941,29.05.2015 13:40,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"868,229.80",RON,Offline,NU,NU,31431000-6,Acumulatori cu placi de plumb si acid sulfuric (Rev.2)
3378,159944,29.05.2015 13:45,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"703,159.40",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
3379,159945,29.05.2015 13:45,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"413,305.00",RON,Offline,NU,NU,50413100-4,Servicii de reparare si de intretinere a echipamentului de detectare a gazului (Rev.2)
3380,159946,29.05.2015 13:46,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"856,042.50",RON,Offline,NU,NU,44160000-9,"Conducte, tevarie, tevi, tubaje, tuburi si articole conexe (Rev.2)"
3381,159948,29.05.2015 13:46,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,360.00",RON,Offline,NU,NU,24453000-4,Erbicide (Rev.2)
3382,159949,29.05.2015 13:55,INSTITUTUL DE URGENTA PENTRU BOLI CARDIOVASCULARE SI TRANSPLANT TARGU MURES,32051606,Mures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"68,810.66",EUR,Offline,NU,DA,60420000-8,Servicii de transport aerian ocazional (Rev.2)
3383,159897,30.05.2015 01:30,CONSILIUL JUDETEAN GORJ,4956057,Gorj,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"282,335,329.60",RON,Offline,DA,NU,45233142-6,Lucrari de reparare a drumurilor (Rev.2)
3384,159919,30.05.2015 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,043,684.00",RON,Offline,DA,NU,33183300-9,Aparate de osteosinteza (Rev.2)
3385,159935,30.05.2015 01:30,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"749,088.00",RON,Online,DA,NU,33141200-2,Catetere (Rev.2)
3386,159937,30.05.2015 01:30,Comuna Zagon,4404486,Covasna,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"791,863.00",RON,Offline,DA,DA,43221000-8,Gredere rutiere (Rev.2)
3387,159914,30.05.2015 01:30,Regia Publica Locala a Padurilor Piatra Craiului R.A.,RO 19113639,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"948,750.00",RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
3388,159913,30.05.2015 01:30,SPITALUL JUDETEAN DE URGENTA BRAILA,4342863,Braila,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,696,774.80",RON,Offline,DA,NU,33622000-6,Medicamente pentru sistemul cardiovascular (Rev.2)
3389,159939,30.05.2015 01:30,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"12,591,182.80",RON,Offline,DA,NU,32413100-2,Rutere de retea (Rev.2)
3390,159934,30.05.2015 01:30,Municipiul Timisoara,14756536,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"11,130,588.00",RON,Offline,DA,DA,34500000-2,Nave si ambarcatiuni (Rev.2)
3391,159927,30.05.2015 01:30,SERVICIUL JUDETEAN DE AMBULANTA IALOMITA,7639762,Ialomita,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,010,522.14",RON,Online,DA,NU,50112100-4,Servicii de reparare a automobilelor (Rev.2)
3392,159931,30.05.2015 01:30,SPITALUL JUDETEAN - TR. SEVERIN,4222239,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"892,607.52",RON,Online,DA,NU,33141310-6,Seringi (Rev.2)
3393,159924,30.05.2015 01:30,SC SERVICII PUBLICE IASI SA,27277063,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"683,951.92",RON,Online,DA,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
3394,159895,30.05.2015 01:30,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"777,037.00",RON,Online,DA,NU,15000000-8,"Alimente, bauturi, tutun si produse conexe (Rev.2)"
3395,159947,30.05.2015 01:30,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"4,150,000.00",RON,Offline,DA,NU,31153000-3,Redresoare (Rev.2)
3396,159923,30.05.2015 01:30,INSTITUTUL ONCOLOGIC PROF DR ALEXANDRU TRESTIOREANU,4203709,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,669,098.30",RON,Offline,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
3397,159899,30.05.2015 01:30,Spitalulul Clinic de Ortopedie Traumatologie si TBC Osteoarticular Foisor,5062357,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,225,552.30",RON,Online,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
3398,159911,30.05.2015 01:30,SPITALUL CLINIC COLTEA,4192960,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,474,571.00",RON,Online,DA,NU,33698100-0,Culturi microbiologice (Rev.2)
3399,159916,30.05.2015 01:30,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI ARAD,17090393,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"690,480.00",RON,Offline,DA,NU,03413000-8,Lemn de foc (Rev.2)
3400,159909,30.05.2015 01:30,Ministerul Apararii Nationale - U.M. 02022 Constanta,14810074,Constanta,Servicii,NU,Negociere,Pretul cel mai scazut,"1,782,432.56",RON,Offline,DA,NU,50241000-6,Servicii de reparare si de intretinere a navelor (Rev.2)
3401,159915,30.05.2015 01:30,SPITALUL JUDETEAN DE URGENTA BRAILA,4342863,Braila,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,662,600.00",RON,Online,DA,NU,90524400-0,"Servicii de colectare, de transport si de eliminare a deseurilor spitalicesti (Rev.2)"
3402,159925,30.05.2015 01:30,Primaria Municipiului Tirgu-Mures,4322823,Mures,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"373,343.52",RON,Offline,DA,DA,45210000-2,Lucrari de constructii de cladiri (Rev.2)
3403,159903,30.05.2015 01:30,SERVICIUL DE INFORMATII EXTERNE,10668016,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"645,160.00",RON,Offline,DA,NU,33111600-7,Aparate de radiografie (Rev.2)
3404,159886,30.05.2015 01:30,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR ARAD,3519852,Arad,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"736,364.46",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
3405,159932,30.05.2015 01:30,Municipiul Galati,3814810,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,637,083.00",RON,Online,DA,NU,16160000-4,Diverse echipamente de gradinarit (Rev.2)
3406,159950,02.06.2015 08:48,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"504,000.00",RON,Offline,NU,DA,71247000-1,Supraveghere a lucrarilor de constructii (Rev.2)
3407,159954,02.06.2015 12:47,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"324,000.00",RON,Offline,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
3408,159957,02.06.2015 12:48,SPITALUL JUDETEAN SALAJ,4291719,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"321,750.00",RON,Online,NU,NU,33696300-8,Reactivi chimici (Rev.2)
3409,159952,02.06.2015 13:17,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,800.00",RON,Offline,NU,NU,14410000-8,Sare gema (Rev.2)
3410,159955,02.06.2015 13:18,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Furnizare,DA,Negociere,Pretul cel mai scazut,"1,364,641.80",RON,Offline,NU,NU,44111511-6,Izolatori electrici (Rev.2)
3411,159956,02.06.2015 13:20,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,470,000.00",RON,Offline,NU,NU,31173000-9,Transformator de masurare (Rev.2)
3412,159990,02.06.2015 15:57,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"567,357.56",RON,Offline,NU,DA,48823000-3,Servere de fisiere (Rev.2)
3413,159992,02.06.2015 15:58,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"73,487.00",RON,Offline,NU,DA,33100000-1,Echipamente medicale (Rev.2)
3414,159984,03.06.2015 01:30,INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU FIZICA MATERIALELOR,RO 9068280,Ilfov,Furnizare,NU,Negociere accelerata,Pretul cel mai scazut,"3,150,000.00",RON,Offline,DA,DA,42940000-7,Utilaje pentru tratarea termica a materialelor (Rev.2)
3415,159975,03.06.2015 01:30,COMPANIA DE APA ORADEA S.A.,RO 54760,Bihor,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"20,553,146.00",RON,Offline,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
3416,159958,03.06.2015 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,063,533.59",RON,Offline,DA,NU,33162000-3,Dispozitive si instrumente pentru blocul operator (Rev.2)
3417,159951,03.06.2015 01:30,COMPANIA DE UTILITATI PUBLICE DUNAREA BRAILA,RO 7179966,Braila,Servicii,DA,Licitatie restransa,Pretul cel mai scazut,"29,208,859.85",RON,Offline,DA,DA,71356200-0,Servicii de asistenta tehnica (Rev.2)
3418,159953,03.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,073,464.40",RON,Offline,DA,NU,33621000-9,Medicamente pentru sange si pentru organele hematopoietice (Rev.2)
3419,159993,03.06.2015 01:30,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""VICTOR BABES"" TIMISOARA",4269215,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"18,713,467.73",RON,Online,DA,DA,38000000-5,"Echipamente de laborator, optice si de precizie (cu exceptia ochelarilor) (Rev.2)"
3420,159988,03.06.2015 01:30,Autoritatea Nationala pentru Cercetare Stiintifica si Inovare,17728123,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,517,200.00",RON,Online,DA,DA,71700000-5,Servicii de monitorizare si de control (Rev.2)
3421,159979,03.06.2015 01:30,Universitatea din Oradea,4287939,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,691,196.00",RON,Online,DA,DA,38432000-2,Aparate de analiza (Rev.2)
3422,159961,03.06.2015 13:52,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"483,870.96",RON,Offline,NU,NU,33195200-5,Statie centrala de monitorizare (Rev.2)
3423,159973,03.06.2015 14:02,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"576,126.00",RON,Offline,NU,NU,33631000-2,Medicamente utilizate in dermatologie (Rev.2)
3424,159976,03.06.2015 14:10,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"283,140.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
3425,159977,03.06.2015 14:12,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"185,000.00",RON,Offline,NU,NU,32354100-0,Filme pentru radiologii (Rev.2)
3426,159986,03.06.2015 14:50,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"1,289,896.66",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
3427,159991,03.06.2015 14:51,Penitenciarul Bucuresti Rahova,RO 9941693,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"148,757.20",RON,Online,NU,NU,03212100-1,Cartofi (Rev.2)
3428,159994,03.06.2015 14:52,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"80,125.00",RON,Offline,NU,NU,34632100-7,Semnalizare mecanica (Rev.2)
3429,159959,03.06.2015 14:53,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"405,000.00",RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
3430,159967,03.06.2015 14:54,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"26,240.00",RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
3431,159971,03.06.2015 14:58,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"18,223.00",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
3432,159972,03.06.2015 14:59,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"2,533,208.25",RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
3433,159981,03.06.2015 15:00,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"80,000.00",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
3434,159960,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,209,677.00",RON,Offline,DA,NU,33195100-4,Monitoare (Rev.2)
3435,159985,04.06.2015 01:30,"Spitalul Clinic de Urgenta pentru Copii ""Grigore Alexandrescu""",4284134,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"940,220.00",RON,Offline,DA,NU,33183300-9,Aparate de osteosinteza (Rev.2)
3436,159962,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,362,903.18",RON,Offline,DA,NU,33192230-3,Mese de operatie (Rev.2)
3437,159989,04.06.2015 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080,Cluj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,176,684.00",RON,Online,DA,NU,50421200-4,Servicii de reparare si de intretinere a echipamentului radiologic (Rev.2)
3438,159974,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,032,257.92",RON,Offline,DA,NU,33182100-0,Defibrilator (Rev.2)
3439,159965,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"14,032,258.00",RON,Offline,DA,NU,33111610-0,Unitate de rezonanta magnetica (Rev.2)
3440,159980,04.06.2015 01:30,AEROCLUBUL ROMANIEI,4266944,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"887,000.00",RON,Offline,DA,NU,34721000-7,Planoare (Rev.2)
3441,159983,04.06.2015 01:30,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,061,800.00",RON,Online,DA,NU,33111000-1,Aparate de radiologie (Rev.2)
3442,159966,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,475,000.00",RON,Offline,DA,NU,33172200-8,Aparate de reanimare (Rev.2)
3443,159978,04.06.2015 01:30,Consiliul Judetean Arad,3519941,Arad,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"623,006.29",RON,Offline,DA,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
3444,159970,04.06.2015 01:30,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,681,000.00",RON,Online,DA,NU,33651600-4,Vaccinuri (Rev.2)
3445,159969,04.06.2015 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"2,249,764.21",RON,Offline,DA,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
3446,159968,04.06.2015 01:30,Universitatea de Stiinte Agronomice si Medicina Veterinara Bucuresti,4602041,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"4,192,728.00",RON,Offline,DA,NU,50332000-1,Servicii de intretinere a infrastructurilor de telecomunicatii (Rev.2)
3447,159982,04.06.2015 01:30,Ministerul Apararii - Unitatea Militara 02550 Bucuresti,4283716,Bucuresti,Furnizare,NU,Licitatie restransa,Pretul cel mai scazut,"22,987,146.00",RON,Offline,DA,NU,35331500-8,Cartuse (Rev.2)
3448,159987,04.06.2015 01:30,ministerul Apararii - Unitatea Militara 02474 -Spitalul Militar de Urgenta Regina Maria,4688639,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"827,758.16",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
3449,159963,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,072,580.60",RON,Offline,DA,NU,33124100-6,Aparate de diagnosticare (Rev.2)
3450,159964,04.06.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"8,104,839.00",RON,Offline,DA,NU,33111600-7,Aparate de radiografie (Rev.2)
3451,159996,04.06.2015 14:42,SPITALUL JUDETEAN SATU MARE,3963722,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"572,907.60",RON,Online,NU,NU,33198000-4,Articole din hartie pentru spitale (Rev.2)
3452,160003,04.06.2015 14:46,SPITALUL JUDETEAN SALAJ,4291719,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"84,000.00",RON,Online,NU,NU,33696300-8,Reactivi chimici (Rev.2)
3453,160004,04.06.2015 14:47,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"499,885.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
3454,160012,04.06.2015 14:48,Ministerul Apararii Nationale - U.M. 02022 Constanta,14810074,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"443,544.60",RON,Online,NU,NU,15981200-0,Apa minerala carbogazoasa (Rev.2)
3455,160014,04.06.2015 14:49,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"922,884.85",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
3456,160015,04.06.2015 14:51,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"2,096,375.72",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
3457,159995,04.06.2015 15:15,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"3,220,540.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
3458,160006,04.06.2015 15:18,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,383,368.75",RON,Offline,NU,NU,30199330-2,Hartie continua pentru imprimante de computer (Rev.2)
3459,160008,04.06.2015 15:19,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"495,030.00",RON,Offline,NU,NU,42131140-9,"Supape reductoare de presiune, de reglaj, de retinere sau de siguranta (Rev.2)"
